"ShelterID", "ID", "Animal", "Breed", "Breed2", "Size", "Name", "Sex", "SpayedNeutered", "Age", "HairLength", "Description", "Status", "GoodWKids", "GoodWCats", "GoodWDogs", "SpecialNeeds", "NeedsExperiencedAdopter", "ShotsCurrent", "Housetrained", "Declawed", "GoodWSmallAnimals", "GoodWBirds", "Rideable", "PhotoURL", "Purebred", "Color", "Color2"
"74746","A651200","Dog","Pit Bull Terrier","NULL","XL","RANGER","M","Y","Senior","NULL","Ranger has been lucky enough to get to take a litte vacation in foster and has done very well!!  He spends time with other dogs, is house trained, and enjoys relaxing in a home.  He is currently at our Simi Valley shelter, where you can meet him or contact vcar.foster@ventura.org for more information!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651200&location=VNTR&2016-10-23T15:48:46.883","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A651303","Cat","Domestic Shorthair","NULL","NULL","*MATTHIAS","M","Y","Senior","Short","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651303&location=VNTR&2017-03-21T15:24:31.850","N","Black & White or Tuxedo","NULL"
"74746","A651624","Rabbit","Shorthaired Rabbit","NULL","S","*COLE","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651624&location=VNTR&2016-12-29T18:20:45.443","N","Fawn","NULL"
"74746","A651731","Dog","Akita","Labrador Retriever","L","NASH","M","Y","Senior","NULL","* Good with dogs same size according to prior owner<BR>* Good on leash<BR>* Knows `sit`, `down` and `shake` commands<BR>* Pack Walk participant<BR>* Enjoys car rides<BR>* Low and calm energy level","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651731&location=VNTR&2016-09-29T16:57:32.443","N","Tan/Yellow/Fawn","NULL"
"74746","A651883","Dog","Pit Bull Terrier","NULL","L","*DALTON","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651883&location=VNTR&2017-04-04T10:07:00.633","Y","White","NULL"
"74746","A651886","Rabbit","Polish","NULL","S","*GINA","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651886&location=VNTR&2016-10-15T18:21:23.313","Y","White","NULL"
"74746","A651892","Dog","Pit Bull Terrier","NULL","L","*MAGGIE MAY","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651892&location=VNTR&2016-10-02T14:12:48.290","N","Tan/Yellow/Fawn - with White","NULL"
"74746","A652179","Rabbit","Shorthaired Rabbit","NULL","M","*ALEX","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A652179&location=VNTR&2016-10-15T18:42:25.927","N","White","NULL"
"74746","A652224","Cat","Domestic Shorthair","NULL","NULL","GARY","M","Y","Senior","Short","My name is Jordan and I am one of the sweetest cats you will ever meet! I would love for you to come visit me in my kennel, where I will rub up against the bars in an attempt to get some pets from you. I am very gentle and would love to go to a home where I can sleep in your lap for as long as I want. Please come take me home today!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A652224&location=VNTR&2016-11-01T22:53:24.690","N","Black (All)","NULL"
"74746","A652417","Dog","Chihuahua - Smooth Coated","NULL","S","*BILLY JEAN","F","Y","Senior","NULL","Hi, I''m Billie Jean, and as you can see, I am a voluptuous Chihuahua who was named after the famous tennis player. Just like her, I once played with a tennis ball!<BR>Snuggling under mounds of warm and cozy blankets is one of the talents at which I excel. Like many seniors, I am a little slow to rise in the morning, and if rushed, I can get a little grumpy.  My idea of a perfect start to each day is for you to wake me gently and slowly, and while I stretch and slowly come to, you fetch me some coffee in my favorite dainty cup.  Just place it by my bedside, please and i will sip it at my leisure.  Once I get out of bed, I am a very happy gal who will be anxious to sample the breakfast you have lovingly prepared for me.  After breakfast, we can go for a walk or we can take a nap.  You choose.<BR>I like to be around other small dogs and have shared kennel space with a few. We have always gotten along fine and, if I feel the need to have my own space, I simply climb in bed and pull the covers around me!<BR>I would be so grateful to spend what time I have left in a warm home with people to love and adore me. A nice bed with lots of blankets would also have to be part of the deal!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A652417&location=VNTR&2017-02-27T07:00:09.750","Y","Tan/Yellow/Fawn","NULL"
"74746","A652844","Rabbit","Shorthaired Rabbit","NULL","M","*BRANDY","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A652844&location=VNTR&2016-11-11T08:36:24.480","N","White","NULL"
"74746","A652882","Cat","Domestic Mediumhair","NULL","NULL","*PUMPKIN","F","Y","Adult","Medium","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A652882&location=VNTR&2016-10-11T15:28:00.823","N","Brown Tabby","NULL"
"74746","A652947","Cat","Domestic Mediumhair","NULL","NULL","*SWEETIE","F","Y","Senior","Medium","Just as my name indicates, I am the sweetest cat ever! I am like a little old lady who loves to sip tea and knit while watching `Golden Girls` reruns. If you pet me, I will purr like an 1978 Chevy Chevelle motor. My friends at the shelter tell me I am so deserving of a loving home where I can stretch out and take naps in the sunshine. Please come meet me and see for yourself what an adorable little granny I am!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A652947&location=VNTR&2017-02-09T14:19:29.330","N","Brown Tabby","NULL"
"74746","A653191","Dog","Staffordshire Bull Terrier","NULL","L","KASH","F","Y","Senior","NULL","#vcaspitcrew","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A653191&location=VNTR&2016-10-26T08:44:10.580","N","Brindle - with White","NULL"
"74746","A653390","Rabbit","Shorthaired Rabbit","NULL","S","*POPPY","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A653390&location=VNTR&2017-03-16T23:43:04.707","N","White","NULL"
"74746","A653446","Cat","Domestic Mediumhair","NULL","NULL","JAKE","M","Y","Senior","Medium","Look into my eyes... aren''t they beautiful? I''m Jake and I''m the most adorable boy you will ever meet. I love all people and if you visit my kennel, I have my very own brush you can use to groom me (and I will even purr for you!). I have diabetes but I don''t think that should disqualify me from a loving home, do you? My condition is totally manageable and our vet office can show you how to administer my medication. If you''ve been looking for a hunk of fluffy goodness, look no further: I''m your man!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A653446&location=VNTR&2017-05-07T00:09:57.237","N","Gray or Blue (Mostly)","NULL"
"74746","A653544","Dog","Pit Bull Terrier","NULL","L","*EDDIE","M","Y","Adult","NULL","Eddie likes to take walks, so much that sometimes he can pull a little until he gets going and settles down. He will thrive in a calm, adult home where he can get all the attention and many butt scratches!<BR><BR>If you are looking for a calm companion to take on your daily long walks, Eddie may just be your man!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A653544&location=VNTR&2017-04-04T09:15:56.273","Y","White - with Brown or Chocolate","NULL"
"74746","A654545","Rabbit","Hotot","NULL","M","*PEARL","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A654545&location=VNTR&2016-11-09T14:27:09.080","Y","White","NULL"
"74746","A654577","Dog","Pit Bull Terrier","NULL","L","*BAYOU","M","N","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A654577&location=VNTR&2016-11-17T15:59:31.603","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A654671","Dog","Labrador Retriever","Chow Chow","L","LUCKY","M","Y","Adult","NULL","* Smart. Knows sit, down, shake, heel, back, high 5 and wait<BR>* Treat motivated<BR>* Loves affection<BR>* Playgroup participant. Described as selective<BR>* Housebroken according to his prior owner<BR>* Good hiking or jogging partner<BR>* Mellow, but playful<BR>* Needs help with his leash manners","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A654671&location=VNTR&2017-04-29T00:07:22.717","N","Black","NULL"
"74746","A654834","Dog","Cocker Spaniel","NULL","M","*TIFFANY","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A654834&location=VNTR&2017-04-15T10:10:02.760","N","Brown/Chocolate - with White","NULL"
"74746","A654866","Rabbit","Shorthaired Rabbit","NULL","S","*SYLVESTER","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A654866&location=VNTR&2016-12-29T18:25:49.133","N","White","Grey/Silver"
"74746","A655142","Dog","Chihuahua - Smooth Coated","NULL","S","COCO PUFF","M","Y","Senior","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A655142&location=VNTR&2017-03-03T11:39:37.877","Y","Brown/Chocolate","NULL"
"74746","A655318","Dog","American Pit Bull Terrier","NULL","L","*SALTY","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A655318&location=VNTR&2016-12-04T14:33:01.540","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A655391","Dog","Pit Bull Terrier","NULL","L","*SPARROW","M","Y","Adult","NULL","<iframe src=`https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2Fconny.kammerichsberke%2Fvideos%2F10212276335531217%2F&show_text=0&width=560` width=`560` height=`315` style=`border:none;overflow:hidden` scrolling=`no` frameborder=`0` allowTransparency=`true` allowFullScreen=`true`></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A655391&location=VNTR&2017-04-13T20:05:47.390","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A655856","Rabbit","Dwarf Hotot","NULL","S","*MOONSHINE","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A655856&location=VNTR&2016-12-30T12:20:18.210","Y","White","NULL"
"74746","A656116","Dog","Pit Bull Terrier","NULL","L","PRINCESS","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A656116&location=VNTR&2017-04-18T20:52:31.523","Y","Black","NULL"
"74746","A656157","Cat","Domestic Longhair","NULL","NULL","MISSY","F","Y","Senior","Long","Have you been wanting a sweet, calm, calico cat to make your life complete? Well, that would be my calling. I am a beautiful girl who adores people and treats. Mmmm... treats... My former owner had to give me up because she moved to a place that wouldn''t allow me to live with her. But she reports that I am a loving, mellow kitty who has lived happily with other cats before. I''ve enjoyed making new fur friends here at the Kitty Cottage in the shelter. But I really miss having a home of my own--won''t you please share yours with me?","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A656157&location=VNTR&2017-05-11T19:53:02.910","N","Calico or Dilute Calico","NULL"
"74746","A656221","Bird","Chicken","NULL","S","AMERAUCANA","M","NULL","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A656221&location=VNTR&2017-04-18T08:58:38","N","Orange","NULL"
"74746","A656222","Bird","Chicken","NULL","S","AMERAUCANA","M","NULL","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A656222&location=VNTR&2017-04-18T08:58:57","N","Yellow","NULL"
"74746","A656260","Cat","Snowshoe","NULL","NULL","PRECIOUS","F","N","Adult","Short","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","N","Brown or Chocolate (Mostly)","NULL"
"74746","A656531","Dog","Dogo Argentino","NULL","L","CHLOE","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A656531&location=VNTR&2017-05-09T15:24:28.187","Y","White","NULL"
"74746","A656591","Dog","Pit Bull Terrier","NULL","L","*PHAROH","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A656591&location=VNTR&2017-01-09T01:18:51.980","Y","Brown/Chocolate","NULL"
"74746","A656740","Dog","Korean Jindo","NULL","L","ASPEN","F","Y","Senior","NULL","Aspen is enjoying her shelter break in her foster home, but would really prefer to have a forever family to call her own.  Clearly she enjoys other dogs as we have three dachshunds, and she just loves to soak up the sun.<BR><BR>We had a blast at the Ventura St. Patrick''s Day Parade, and made quite an impression on the audience who loved her hat.<BR><BR>What we have learned about her is that she is very easy to please. Short walks, soft bedding, and as much food as possible are her favorite things. She has a bit of arthritis but it does not stop her from engaging in a full lope to get back home. <BR><BR>Aspen talks sometimes and will freely give kisses when you stroke her head. She sleeps in her kennel at night and uses it for her four or five catnaps in the day. Because she is about ten years old, she sometimes has to go out to go potty in the night. She will verbally communicate this as she can be quite chatty...not barking chatty though.<BR><BR>Lastly, balls seem to get her pretty excited. Have not figured out if she wants to play or destroy...poor foursquare ball.<BR><BR>Aspen has a very compelling back story which includes having served as a blood donor dog in a vet''s office for many years. Please contact the shelter or my cell if you have any further questions, and if your heart is as big as Aspen''s.<BR><BR>My number is 805 279-2999<BR>Liana, foster momma!!!<BR>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A656740&location=VNTR&2017-01-09T01:18:48.673","N","White - with Brown or Chocolate","NULL"
"74746","A656949","Dog","Siberian Husky","German Shepherd Dog","L","MAX","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","N","Red/Golden/Orange/Chestnut","NULL"
"74746","A657052","Rabbit","Shorthaired Rabbit","NULL","M","*KAI","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A657052&location=VNTR&2017-05-01T00:19:39.623","N","White","Grey/Silver"
"74746","A657071","Rabbit","Shorthaired Rabbit","NULL","M","*LUKE","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A657071&location=VNTR&2017-02-05T22:22:49.840","N","White","NULL"
"74746","A657169","Rabbit","Shorthaired Rabbit","NULL","M","LUCKY","M","Y","Senior","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A657169&location=VNTR&2017-02-05T22:22:50.943","N","White","NULL"
"74746","A657391","Dog","Chinese Sharpei","Boxer","L","*LUNA","F","Y","Adult","NULL","<iframe src=`https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2FVCAnimalServices%2Fvideos%2F1536745123017066%2F&show_text=0&width=560` width=`560` height=`315` style=`border:none;overflow:hidden` scrolling=`no` frameborder=`0` allowTransparency=`true` allowFullScreen=`true`></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A657391&location=VNTR&2017-01-15T16:48:49.540","N","Brindle - with White","NULL"
"74746","A657410","Rabbit","Shorthaired Rabbit","NULL","S","*SNOW","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A657410&location=VNTR&2017-02-05T22:22:51.947","N","White","NULL"
"74746","A657562","Dog","Pit Bull Terrier","NULL","L","*PEANUT","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A657562&location=VNTR&2017-04-19T19:22:12.423","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A657657","Dog","Staffordshire Bull Terrier","NULL","L","*PEYTON","M","Y","Adult","NULL","* Knows the command sit<BR>* Lower to moderate energy<BR>* Loves tummy rubs<BR>* Playful<BR>* Good Hiking partner<BR>* Has done well in a foster home<BR><BR><iframe src=`https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2Fbibi.koch.5%2Fvideos%2F10154623335992602%2F&show_text=0&width=560` width=`560` height=`315` style=`border:none;overflow:hidden` scrolling=`no` frameborder=`0` allowTransparency=`true` allowFullScreen=`true`></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A657657&location=VNTR&2017-01-26T17:04:35.780","Y","Brown/Chocolate","NULL"
"74746","A658245","Dog","Pit Bull Terrier","NULL","XL","*ZANE","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A658245&location=VNTR&2017-02-05T16:04:13.903","N","Black - with White","NULL"
"74746","A658349","Rabbit","Shorthaired Rabbit","NULL","M","*DUKE","M","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A658349&location=VNTR&2017-02-05T22:30:15.047","N","White","NULL"
"74746","A658357","Cat","Domestic Shorthair","NULL","NULL","JANE","F","Y","Adult","Short","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","N","Gray, Blue or Silver Tabby","NULL"
"74746","A658416","Rabbit","Shorthaired Rabbit","NULL","M","*KATE","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A658416&location=VNTR&2017-02-05T22:14:37.743","N","White","NULL"
"74746","A658618","Rabbit","Shorthaired Rabbit","NULL","S","CHRIS","M","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A658618&location=VNTR&2017-03-16T23:28:29.207","N","Black","NULL"
"74746","A658723","Dog","Labrador Retriever","Akita","L","FRED","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A658723&location=VNTR&2017-04-15T12:20:39.890","N","Black - with White","NULL"
"74746","A658726","Dog","Chihuahua - Smooth Coated","NULL","S","*GUILLERMO","M","Y","Senior","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A658726&location=VNTR&2017-02-23T16:31:51.237","Y","White - with Brown or Chocolate","NULL"
"74746","A658862","Dog","German Shepherd Dog","NULL","M","*XANDER","M","N","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A658862&location=VNTR&2017-02-14T09:50:04.800","Y","Black - with Tan, Yellow or Fawn","NULL"
"74746","A659023","Rabbit","Shorthaired Rabbit","NULL","M","SCARLETT","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659023&location=VNTR&2017-02-12T13:43:46.320","N","White","NULL"
"74746","A659033","Dog","Labrador Retriever","NULL","M","DATA","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659033&location=VNTR&2017-02-23T16:31:49.803","N","Black - with White","NULL"
"74746","A659083","Dog","Chihuahua - Smooth Coated","NULL","S","KAT","F","Y","Senior","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659083&location=VNTR&2017-02-27T06:28:20.750","N","Brown/Chocolate","NULL"
"74746","A659236","Dog","Cocker Spaniel","Parson (Jack) Russell Terrier","S","BABY","M","Y","Senior","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659236&location=VNTR&2017-02-23T16:31:44.053","N","Tan/Yellow/Fawn","NULL"
"74746","A659294","Dog","American Staffordshire Terrier","Pit Bull Terrier","L","*RIO","M","N","Adult","NULL","* Friendly and engaging<BR>* Medium to medium high energy <BR>* Treat motivated. Takes treats gently<BR>* Knows `sit` and `down` commands<BR>* Loves tummy rubs<BR><BR><iframe width=`560` height=`315` src=`https://www.youtube.com/embed/x7f7WBQSsuY` frameborder=`0` allowfullscreen></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659294&location=VNTR&2017-05-08T20:41:01.593","N","Brindle - with White","NULL"
"74746","A659419","Dog","Pit Bull Terrier","NULL","M","*STORMY","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659419&location=VNTR&2017-02-27T07:28:18.113","Y","Brown/Chocolate - with White","NULL"
"74746","A659779","Dog","American Bulldog","Pit Bull Terrier","L","HUEY","M","Y","Senior","NULL","* Knows `sit` command<BR>* Pack Walk participant<BR>* Playful - plush toys, tug, tennis balls<BR>* Good manners except for occasional jumping when excited<BR>* Friendly and engaging<BR><BR><iframe width=`560` height=`315` src=`https://www.youtube.com/embed/otDNlOYdYUo` frameborder=`0` allowfullscreen></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659779&location=VNTR&2017-03-03T14:12:25.873","N","Tan/Yellow/Fawn - with White","NULL"
"74746","A659821","Cat","Domestic Shorthair","NULL","NULL","*GREG","M","Y","Adult","Short","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659821&location=VNTR&2017-03-07T11:03:08.433","N","Tan or Fawn Tabby","NULL"
"74746","A659839","Rabbit","Shorthaired Rabbit","NULL","S","*CARA","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659839&location=VNTR&2017-03-16T23:49:10.197","N","White","Grey/Silver"
"74746","A659949","Cat","Domestic Longhair","NULL","NULL","KALI","F","Y","Senior","Long","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659949&location=VNTR&2017-03-15T13:00:54.790","N","Calico or Dilute Calico","NULL"
"74746","A659958","Dog","Rottweiler","Australian Shepherd","L","MARTY","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A659958&location=VNTR&2017-03-05T15:34:50.630","N","Tricolor (Tan/Brown & Black & White)","NULL"
"74746","A660014","Cat","Domestic Longhair","NULL","NULL","BUTTERCUP","M","Y","Adult","Long","Buttercup can be seen at PetCo Unleashed in Simi Valley! Come meet him today!<BR>2643 Tapo Canyon Rd c, Simi Valley, CA 93063","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A660014&location=VNTR&2017-03-18T17:56:23","N","Orange or Red Tabby","NULL"
"74746","A660054","Rabbit","Rhinelander","NULL","S","*FINNIGAN","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A660054&location=VNTR&2017-04-03T19:59:58.503","Y","Black","NULL"
